run,dataset,lambda_val,num_neighbors,class_name,removal,pqr,all_data_recall,all_data_f1,all_data_precision,all_data_accuracy,all_data_jaccard,removed_data_recall,removed_data_f1,removed_data_precision,removed_data_accuracy,removed_data_jaccard
0,Family,0.1,39,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,40,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,41,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,42,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,43,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,44,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,45,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,46,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,47,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,48,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.1,49,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,1,Brother,0,0_0_0,0.03333333333333333,0.06451612903225806,1.0,0.8564356435643564,0.03333333333333333,,,,,
0,Family,0.2,2,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,3,Brother,0,0_0_0,0.03333333333333333,0.06451612903225806,1.0,0.8564356435643564,0.03333333333333333,,,,,
0,Family,0.2,4,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,5,Brother,0,0_0_0,0.06666666666666667,0.125,1.0,0.8613861386138614,0.06666666666666667,,,,,
0,Family,0.2,6,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,7,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,8,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,9,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,10,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,11,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,12,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,13,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,14,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,15,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,16,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,17,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,18,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,19,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,20,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,21,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
0,Family,0.2,22,Brother,0,0_0_0,0.0,0.0,0.0,0.8514851485148515,0.0,,,,,
